usageID,meterID,date,kWh
U12866,M01266,2025-02-02,96.22
U12867,M02476,2024-12-23,49.43
U12868,M00751,2023-10-22,67.94
U12869,M00374,2024-05-02,84.05
U12870,M01114,2024-03-22,85.46
U12871,M02167,2025-01-15,3.18
U12872,M01633,2024-08-11,31.08
U12873,M01665,2025-02-28,14.95
U12874,M00090,2024-02-07,74.31
U12875,M02429,2024-03-28,60.85
U12876,M02164,2025-01-04,81.25
U12877,M00791,2025-05-26,60.59
U12878,M01284,2023-11-12,91.8
U12879,M02324,2025-05-21,90.15
U12880,M00368,2023-12-14,56.26
U12881,M00779,2023-10-02,8.48
U12882,M00279,2023-08-18,36.51
U12883,M00640,2025-05-18,94.78
U12884,M01426,2024-03-17,68.89
U12885,M00478,2023-09-20,24.83
U12886,M02355,2025-02-04,21.77
U12887,M02416,2025-03-14,56.1
U12888,M00850,2023-12-02,32.67
U12889,M00774,2025-04-15,67.68
U12890,M00712,2023-08-08,35.73
U12891,M01796,2024-08-20,17.6
U12892,M00945,2025-02-22,23.03
U12893,M00488,2024-12-28,97.59
U12894,M00823,2023-07-26,66.07
U12895,M00040,2024-06-02,39.18
U12896,M00606,2024-04-29,93.14
U12897,M00400,2024-06-02,23.5
U12898,M02147,2024-03-21,89.38
U12899,M01251,2024-10-11,21.95
U12900,M00279,2024-03-11,25.79
U12901,M00550,2024-04-27,65.0
U12902,M00916,2024-08-23,13.16
U12903,M01686,2023-12-31,27.03
U12904,M00534,2025-05-06,67.94
U12905,M01923,2024-08-09,23.15
U12906,M01852,2024-09-29,9.2
U12907,M00249,2024-12-11,73.51
U12908,M00230,2023-10-18,84.31
U12909,M02019,2025-02-15,48.39
U12910,M01091,2024-12-08,53.03
U12911,M00462,2023-09-30,29.06
U12912,M01659,2023-07-09,29.66
U12913,M01933,2023-10-01,64.35
U12914,M02139,2024-12-27,8.64
U12915,M01425,2024-05-09,37.69
U12916,M00204,2024-10-15,73.1
U12917,M01244,2024-07-09,54.46
U12918,M01896,2025-01-30,92.2
U12919,M02039,2023-10-22,25.92
U12920,M01723,2025-04-10,8.18
U12921,M01342,2024-05-05,77.45
U12922,M02348,2025-02-19,70.59
U12923,M00211,2024-07-20,39.09
U12924,M01979,2025-02-23,27.96
U12925,M01277,2024-07-11,30.73
U12926,M00488,2024-10-16,87.01
U12927,M01373,2023-06-24,49.3
U12928,M00992,2024-07-24,68.13
U12929,M00558,2024-12-18,26.91
U12930,M02374,2023-10-01,97.2
U12931,M00725,2024-12-21,92.5
U12932,M02069,2024-11-01,50.71
U12933,M01275,2023-12-12,4.86
U12934,M01618,2024-02-14,21.93
U12935,M02245,2024-12-17,58.52
U12936,M02444,2024-04-02,71.44
U12937,M02456,2024-08-07,12.72
U12938,M01434,2023-08-25,34.63
U12939,M00448,2025-03-08,94.26
U12940,M01144,2024-11-07,64.03
U12941,M00984,2024-09-15,34.52
U12942,M02070,2024-10-25,40.51
U12943,M01327,2025-01-01,55.88
U12944,M00488,2024-05-09,31.83
U12945,M00178,2023-11-14,99.52
U12946,M00359,2024-03-05,88.6
U12947,M01767,2023-12-28,99.67
U12948,M01827,2024-03-25,37.81
U12949,M00936,2024-05-21,49.63
U12950,M00770,2024-08-06,19.54
U12951,M02237,2024-01-13,39.41
U12952,M00476,2023-06-22,99.37
U12953,M00122,2024-09-03,23.9
U12954,M01703,2024-03-12,23.69
U12955,M01844,2025-05-19,89.44
U12956,M01978,2024-10-21,38.91
U12957,M01780,2025-06-11,50.93
U12958,M00884,2025-02-20,40.5
U12959,M00626,2025-01-17,72.32
U12960,M01128,2024-03-24,54.9
U12961,M00735,2025-04-29,63.9
U12962,M02059,2023-11-08,13.61
U12963,M01365,2025-03-08,50.58
U12964,M02275,2024-08-10,52.98
U12965,M01818,2024-01-03,64.59
U12966,M00923,2024-01-24,7.64
U12967,M01526,2025-04-23,54.86
U12968,M02032,2024-11-11,86.95
U12969,M00673,2024-06-14,11.44
U12970,M01484,2024-11-06,1.3
U12971,M02222,2023-11-18,71.27
U12972,M01835,2024-10-25,45.15
U12973,M00332,2024-08-28,82.06
U12974,M01040,2023-11-03,73.93
U12975,M00916,2023-11-14,99.02
U12976,M01722,2025-02-20,96.95
U12977,M00245,2024-02-16,52.99
U12978,M00608,2023-07-26,10.65
U12979,M02407,2025-02-11,8.26
U12980,M00710,2023-08-04,24.68
U12981,M02370,2024-09-12,28.25
U12982,M01191,2024-11-23,99.97
U12983,M01579,2023-12-04,87.39
U12984,M01778,2024-07-05,55.74
U12985,M01857,2024-12-31,18.38
U12986,M02266,2023-12-29,69.13
U12987,M02210,2024-05-14,84.9
U12988,M00786,2024-11-06,92.54
U12989,M01527,2025-03-14,2.14
U12990,M01249,2025-02-11,84.09
U12991,M01254,2023-11-10,71.37
U12992,M01245,2024-03-09,66.97
U12993,M01849,2025-02-02,46.92
U12994,M00077,2024-03-08,3.32
U12995,M01757,2024-12-06,5.19
U12996,M02346,2024-03-13,68.56
U12997,M00332,2024-03-21,5.98
U12998,M00629,2025-01-01,36.41
U12999,M00084,2024-01-22,81.69
U13000,M00244,2023-08-20,45.95
U13001,M00658,2025-05-16,40.81
U13002,M02166,2024-08-08,72.56
U13003,M00286,2025-06-07,33.49
U13004,M01831,2025-04-13,28.69
U13005,M02231,2025-02-09,58.07
U13006,M01476,2024-01-31,77.38
U13007,M00702,2023-07-25,72.82
U13008,M01209,2024-10-05,83.52
U13009,M00543,2025-04-20,86.5
U13010,M00225,2025-02-05,86.29
U13011,M01801,2024-02-25,57.01
U13012,M01468,2023-12-18,57.76
U13013,M01124,2024-09-04,89.92
U13014,M01074,2024-04-03,65.93
U13015,M02466,2023-12-14,88.0
U13016,M00889,2024-04-02,28.6
U13017,M01081,2024-07-22,37.45
U13018,M00645,2025-04-20,65.34
U13019,M01861,2024-06-14,53.01
U13020,M01462,2025-03-18,9.59
U13021,M02450,2024-04-13,87.88
U13022,M00059,2023-11-11,44.34
U13023,M01286,2023-10-21,56.57
U13024,M01787,2024-03-15,7.07
U13025,M02154,2024-02-08,98.36
U13026,M01898,2023-10-19,86.86
U13027,M01567,2024-03-01,60.02
U13028,M01903,2023-07-23,17.64
U13029,M01264,2024-07-17,86.03
U13030,M00688,2024-07-22,78.53
U13031,M01070,2025-02-09,88.09
U13032,M00052,2023-07-02,27.17
U13033,M01620,2023-10-29,44.12
U13034,M01815,2023-10-18,37.42
U13035,M01978,2023-11-11,62.61
U13036,M00618,2024-12-18,92.3
U13037,M01770,2023-09-03,52.62
U13038,M02478,2024-10-18,13.54
U13039,M02349,2024-10-03,72.63
U13040,M01127,2024-04-28,65.32
U13041,M02010,2024-05-22,24.91
U13042,M01725,2025-02-12,61.9
U13043,M02424,2025-03-06,64.74
U13044,M02281,2024-04-24,63.88
U13045,M01189,2024-01-21,42.18
U13046,M02147,2023-07-26,60.94
U13047,M01832,2025-05-03,26.71
U13048,M00236,2024-09-19,82.86
U13049,M00365,2023-07-25,3.71
U13050,M02406,2024-09-15,44.05
U13051,M00925,2024-02-10,16.92
U13052,M02248,2025-04-21,67.23
U13053,M02189,2024-01-30,81.55
U13054,M00388,2023-09-08,54.46
U13055,M02165,2023-11-23,99.92
U13056,M00826,2023-08-22,48.7
U13057,M00826,2024-08-30,72.27
U13058,M01052,2023-10-04,12.79
U13059,M01485,2025-03-07,34.12
U13060,M00574,2025-05-24,65.82
U13061,M01272,2024-05-20,58.67
U13062,M01367,2023-08-22,19.22
U13063,M02316,2025-05-07,61.9
U13064,M01489,2025-04-30,48.91
U13065,M02089,2024-03-21,81.73
U13066,M00608,2023-12-07,91.55
U13067,M02165,2025-03-28,99.91
U13068,M02433,2025-01-19,32.16
U13069,M01508,2025-04-09,8.64
U13070,M01336,2024-11-24,13.87
U13071,M00013,2023-09-25,96.02
U13072,M00326,2023-10-28,70.79
U13073,M01771,2023-08-03,26.15
U13074,M00961,2024-06-18,13.44
U13075,M00012,2024-08-06,71.79
U13076,M02476,2023-07-09,57.12
U13077,M02366,2023-08-13,51.81
U13078,M02318,2023-11-13,39.84
U13079,M00891,2025-06-03,65.39
U13080,M01786,2025-06-02,32.87
U13081,M02337,2023-09-13,90.82
U13082,M01293,2024-04-08,67.62
U13083,M00453,2024-11-03,54.57
U13084,M00784,2025-03-11,4.53
U13085,M00129,2024-05-27,63.56
U13086,M01751,2023-06-23,56.09
U13087,M00258,2024-05-18,16.47
U13088,M00335,2024-02-13,31.44
U13089,M00321,2024-03-23,43.41
U13090,M01986,2025-02-11,62.39
U13091,M00405,2024-08-16,26.82
U13092,M01248,2025-01-27,8.45
U13093,M01707,2025-06-11,11.91
U13094,M01361,2025-02-25,57.28
U13095,M00713,2025-02-15,70.85
U13096,M00491,2023-11-10,86.1
U13097,M02083,2025-02-28,37.22
U13098,M02452,2024-11-06,96.49
U13099,M01812,2024-04-04,86.21
U13100,M01668,2025-05-16,42.13
U13101,M01434,2023-10-09,74.88
U13102,M01988,2023-11-21,84.37
U13103,M02416,2023-08-12,72.82
U13104,M02027,2025-05-04,91.61
U13105,M01756,2025-01-21,45.57
U13106,M01064,2023-08-02,57.95
U13107,M01250,2024-04-20,60.49
U13108,M01190,2024-05-09,74.39
U13109,M02350,2023-07-30,85.02
U13110,M02365,2024-01-22,85.11
U13111,M01977,2025-02-21,63.99
U13112,M00693,2024-04-01,77.57
U13113,M00886,2024-10-16,32.0
U13114,M01219,2025-02-08,33.09
U13115,M00180,2024-09-06,92.38
U13116,M00918,2025-01-17,97.62
U13117,M00405,2024-09-22,71.79
U13118,M01233,2023-11-29,47.96
U13119,M02357,2024-08-19,36.56
U13120,M02422,2024-07-02,43.72
U13121,M01166,2025-02-24,27.76
U13122,M01949,2023-10-24,4.12
U13123,M01750,2024-04-09,33.94
U13124,M00653,2024-06-27,21.05
U13125,M02078,2023-08-15,57.7
U13126,M01413,2025-01-15,41.5
U13127,M00203,2024-04-29,2.38
U13128,M02026,2025-03-25,8.7
U13129,M01214,2025-04-19,6.75
U13130,M00140,2024-05-10,83.53
U13131,M01046,2024-01-06,51.04
U13132,M01383,2025-06-16,25.26
U13133,M02236,2025-05-10,32.9
U13134,M02489,2024-10-31,94.08
U13135,M02384,2024-02-09,60.91
U13136,M00040,2023-08-14,83.64
U13137,M00761,2023-11-17,31.5
U13138,M02205,2024-05-07,50.99
U13139,M00705,2025-01-18,39.04
U13140,M00359,2024-12-13,79.29
U13141,M00352,2025-01-13,72.51
U13142,M02099,2024-04-20,15.44
U13143,M02119,2024-02-02,18.27
U13144,M02099,2023-08-17,93.02
U13145,M01313,2023-10-24,25.81
U13146,M00463,2024-11-11,35.54
U13147,M00963,2024-10-30,67.04
U13148,M00395,2024-10-18,13.86
U13149,M01785,2023-07-14,92.57
U13150,M00716,2023-10-19,54.1
U13151,M00558,2023-08-12,15.46
U13152,M01576,2025-01-30,56.77
U13153,M01093,2023-12-17,36.2
U13154,M01925,2024-06-22,39.26
U13155,M01346,2023-12-12,10.44
U13156,M02302,2025-02-05,90.23
U13157,M00625,2024-05-06,90.19
U13158,M01531,2024-07-10,75.41
U13159,M01578,2024-08-08,21.93
U13160,M00771,2024-09-08,88.6
U13161,M00343,2024-07-13,24.94
U13162,M02451,2024-04-13,15.99
U13163,M01649,2025-03-31,19.27
U13164,M01542,2024-10-01,98.73
U13165,M00258,2025-06-10,97.15
U13166,M02007,2024-02-03,17.74
U13167,M02488,2024-08-21,11.48
U13168,M01696,2024-02-23,84.79
U13169,M02442,2024-03-05,50.31
U13170,M01846,2023-10-20,92.42
U13171,M01730,2025-06-01,94.24
U13172,M02423,2023-07-17,18.18
U13173,M01099,2024-04-19,86.32
U13174,M00782,2024-02-13,15.04
U13175,M01980,2024-12-04,45.5
U13176,M01599,2024-01-23,52.62
U13177,M00597,2025-06-05,14.92
U13178,M00958,2023-10-11,14.37
U13179,M01954,2024-10-22,77.78
U13180,M00783,2025-01-27,42.48
U13181,M01899,2024-01-07,18.14
U13182,M00634,2023-10-04,98.98
U13183,M01708,2024-08-24,61.81
U13184,M01640,2024-04-08,71.45
U13185,M00246,2024-09-16,31.99
U13186,M02495,2024-04-05,78.75
U13187,M00318,2025-05-31,36.65
U13188,M00456,2023-12-15,44.11
U13189,M01884,2025-01-29,19.13
U13190,M00430,2024-07-20,13.45
U13191,M01078,2025-04-18,7.7
U13192,M01749,2024-02-22,6.13
U13193,M02430,2025-05-18,83.45
U13194,M02455,2024-03-06,49.52
U13195,M00026,2024-03-23,64.44
U13196,M00273,2024-10-10,91.37
U13197,M01227,2025-06-05,59.94
U13198,M02174,2024-04-08,87.3
U13199,M00609,2024-07-14,2.59
U13200,M00089,2025-05-20,63.78
U13201,M01643,2024-06-26,27.56
U13202,M02254,2024-11-21,43.07
U13203,M00007,2025-01-16,97.71
U13204,M01354,2024-05-04,70.66
U13205,M01569,2023-07-06,98.36
U13206,M02380,2024-10-13,95.0
U13207,M00053,2025-02-13,91.72
U13208,M01574,2024-03-08,63.98
U13209,M02207,2025-03-30,68.44
U13210,M00666,2023-08-20,68.14
U13211,M00936,2024-07-10,62.51
U13212,M01561,2023-12-31,18.55
U13213,M00904,2024-01-05,86.07
U13214,M00687,2023-09-06,68.23
U13215,M01872,2023-11-19,43.26
U13216,M00154,2024-01-23,49.77
U13217,M01124,2023-12-17,22.42
U13218,M00264,2024-06-01,47.74
U13219,M00140,2024-09-25,97.77
U13220,M00665,2025-01-26,22.91
U13221,M01755,2025-03-22,54.67
U13222,M01125,2024-10-05,37.68
U13223,M02220,2025-05-15,48.08
U13224,M02016,2025-04-25,30.7
U13225,M01929,2024-06-05,2.74
U13226,M00175,2024-08-20,83.63
U13227,M00813,2024-02-14,20.11
U13228,M01773,2023-09-23,84.65
U13229,M01539,2023-09-27,56.71
U13230,M02158,2023-07-03,30.6
U13231,M00685,2024-11-09,43.9
U13232,M00973,2024-02-13,41.43
U13233,M01537,2023-12-08,6.3
U13234,M00413,2024-12-14,40.94
U13235,M00686,2025-04-08,66.2
U13236,M00699,2024-06-13,84.42
U13237,M00705,2023-09-17,91.11
U13238,M02444,2024-05-12,86.88
U13239,M02438,2024-11-06,68.56
U13240,M02165,2024-09-24,14.15
U13241,M00463,2023-10-23,94.86
U13242,M01011,2023-11-06,7.75
U13243,M01191,2024-09-17,75.34
U13244,M01399,2025-06-10,9.47
U13245,M00826,2025-01-29,94.84
U13246,M01258,2025-04-19,21.46
U13247,M00160,2024-05-25,88.97
U13248,M01119,2024-02-25,19.5
U13249,M02192,2024-02-04,58.7
U13250,M00136,2023-07-05,79.59
U13251,M02117,2023-10-07,33.07
U13252,M00270,2023-07-25,7.02
U13253,M01068,2023-11-02,66.86
U13254,M00115,2023-06-28,64.5
U13255,M02458,2025-04-11,6.94
U13256,M00642,2024-03-04,3.56
U13257,M00144,2025-04-28,76.04
U13258,M01003,2024-06-02,47.04
U13259,M01905,2024-06-16,41.19
U13260,M01299,2024-02-29,94.49
U13261,M00044,2025-05-28,73.33
U13262,M02164,2024-09-17,75.23
U13263,M01714,2024-11-23,76.7
U13264,M02271,2024-05-05,53.2
U13265,M00881,2024-09-20,68.13
U13266,M01397,2025-04-07,73.28
U13267,M00962,2023-10-11,11.66
U13268,M01351,2023-07-05,11.72
U13269,M00186,2024-04-10,57.85
U13270,M01246,2024-07-30,26.1
U13271,M00261,2024-03-09,23.89
U13272,M01040,2024-05-11,95.92
U13273,M00083,2023-11-29,91.33
U13274,M02135,2024-05-29,99.57
U13275,M02233,2025-04-01,12.3
U13276,M01770,2024-01-23,25.85
U13277,M00753,2025-05-07,82.14
U13278,M01000,2023-09-27,59.55
U13279,M02166,2023-10-16,69.33
U13280,M01489,2024-12-25,37.96
U13281,M02358,2024-03-04,72.75
U13282,M01014,2023-12-14,14.17
U13283,M00623,2024-02-10,17.27
U13284,M01611,2024-04-15,18.32
U13285,M01306,2024-02-13,13.13
U13286,M01458,2023-06-21,27.29
U13287,M01540,2024-06-29,17.89
U13288,M02287,2024-10-28,9.53
U13289,M01583,2024-03-29,68.36
U13290,M01683,2023-06-29,88.94
U13291,M00746,2024-10-30,20.29
U13292,M00561,2025-02-16,73.36
U13293,M01568,2024-09-09,76.64
U13294,M00550,2023-06-24,16.44
U13295,M02215,2024-09-28,12.79
U13296,M02246,2024-12-14,16.47
U13297,M01502,2023-07-15,54.83
U13298,M01303,2024-02-29,23.15
U13299,M01105,2024-06-05,81.94
U13300,M01167,2025-03-30,47.68
U13301,M01070,2024-09-06,79.05
U13302,M01094,2023-06-21,11.96
U13303,M01935,2023-10-31,12.25
U13304,M00614,2023-09-20,90.17
U13305,M00744,2023-09-06,37.48
U13306,M01719,2024-09-13,52.18
U13307,M01092,2023-09-16,94.2
U13308,M00213,2024-02-06,24.9
U13309,M01120,2024-06-30,57.49
U13310,M01726,2024-02-26,17.2
U13311,M01380,2024-11-06,24.31
U13312,M02190,2025-02-23,9.34
U13313,M00825,2025-04-30,60.97
U13314,M00936,2023-07-03,45.63
U13315,M01032,2024-12-20,58.2
U13316,M00629,2024-08-31,55.95
U13317,M00080,2025-05-20,39.26
U13318,M02182,2024-07-07,7.89
U13319,M01531,2024-02-23,26.71
U13320,M00307,2024-06-16,89.88
U13321,M00709,2023-12-06,66.01
U13322,M00379,2023-10-27,6.62
U13323,M02358,2025-04-19,51.29
U13324,M01613,2024-12-04,88.79
U13325,M02457,2023-07-26,20.8
U13326,M01301,2024-05-04,14.72
U13327,M02091,2024-07-16,70.34
U13328,M00559,2024-05-31,41.17
U13329,M01512,2025-04-06,53.68
U13330,M00466,2023-09-12,47.71
U13331,M01516,2023-12-20,39.64
U13332,M00653,2025-01-29,62.89
U13333,M02346,2024-06-04,10.19
U13334,M02240,2025-02-05,99.34
U13335,M02183,2023-10-17,45.47
U13336,M00735,2024-09-02,10.05
U13337,M00692,2023-08-20,17.29
U13338,M00225,2023-12-07,83.41
U13339,M01620,2024-09-15,93.23
U13340,M02182,2024-11-19,10.1
U13341,M00676,2023-11-15,72.4
U13342,M02300,2024-11-20,81.39
U13343,M01038,2023-10-29,52.85
U13344,M01389,2024-10-15,70.64
U13345,M00540,2023-09-12,38.81
U13346,M00947,2024-03-04,30.07
U13347,M00307,2023-10-21,39.12
U13348,M01736,2024-03-30,99.13
U13349,M01454,2025-03-01,74.89
U13350,M01354,2024-08-25,64.82
U13351,M00042,2025-06-14,99.79
U13352,M01094,2023-07-11,95.27
U13353,M00064,2025-03-09,86.89
U13354,M01779,2024-10-21,77.07
U13355,M00857,2024-09-24,17.52
U13356,M00264,2025-01-31,50.8
U13357,M01832,2024-07-13,11.0
U13358,M02105,2025-05-19,64.14
U13359,M00882,2024-12-19,7.63
U13360,M00085,2025-04-11,42.68
U13361,M01422,2025-06-02,32.6
U13362,M00831,2023-07-25,41.85
U13363,M02200,2025-01-16,42.17
U13364,M01535,2025-06-04,68.26
U13365,M01048,2024-07-28,65.63
U13366,M00626,2023-10-03,31.05
U13367,M02024,2024-02-21,4.39
U13368,M01443,2024-10-19,64.04
U13369,M02135,2024-02-17,86.91
U13370,M02390,2025-03-30,65.35
U13371,M02351,2024-03-22,32.22
U13372,M00337,2023-07-29,18.9
U13373,M02311,2025-04-19,47.33
U13374,M02251,2024-01-16,76.84
U13375,M00447,2023-08-21,51.87
U13376,M01338,2024-12-02,22.24
U13377,M00933,2023-07-09,15.3
U13378,M00862,2025-06-11,54.28
U13379,M01115,2023-10-20,37.96
U13380,M01017,2024-07-27,7.87
U13381,M00622,2025-05-22,60.53
U13382,M01904,2023-11-03,38.69
U13383,M01013,2024-07-29,71.59
U13384,M02039,2023-09-03,44.28
U13385,M00067,2024-09-25,73.76
U13386,M00931,2025-04-14,27.51
U13387,M00266,2024-08-31,9.03
U13388,M00158,2023-07-12,99.01
U13389,M00705,2024-03-23,37.13
U13390,M01230,2024-11-29,50.18
U13391,M01830,2024-02-02,44.09
U13392,M00264,2024-12-21,14.17
U13393,M02035,2024-04-01,57.65
U13394,M00641,2024-05-14,6.09
U13395,M00796,2025-03-08,77.25
U13396,M00775,2024-01-24,7.38
U13397,M00399,2024-01-26,72.43
U13398,M00332,2024-04-16,87.2
U13399,M01853,2024-05-09,11.13
U13400,M01696,2024-09-15,95.64
U13401,M02495,2025-03-09,20.89
U13402,M01223,2025-01-14,43.5
U13403,M00968,2025-02-01,58.81
U13404,M00566,2023-11-15,42.21
U13405,M00351,2024-08-04,73.39
U13406,M00466,2024-07-04,66.69
U13407,M02262,2024-11-21,74.66
U13408,M00478,2024-11-26,47.4
U13409,M01105,2024-11-02,30.82
U13410,M02471,2024-03-27,96.76
U13411,M00406,2023-11-29,21.85
U13412,M00168,2024-06-09,18.66
U13413,M00155,2023-08-21,63.05
U13414,M02439,2025-04-23,98.0
U13415,M00699,2023-09-04,37.34
U13416,M01295,2025-01-19,56.32
U13417,M00394,2024-02-11,71.87
U13418,M00780,2024-08-17,37.41
U13419,M01645,2023-09-04,53.7
U13420,M01356,2024-02-18,12.8
U13421,M01397,2023-12-08,81.34
U13422,M01077,2023-10-25,80.13
U13423,M01598,2023-06-28,72.24
U13424,M01691,2025-04-24,37.26
U13425,M01847,2024-06-03,1.56
U13426,M00213,2023-09-03,6.11
U13427,M01520,2024-04-28,2.53
U13428,M00052,2024-12-21,26.33
U13429,M00240,2025-05-31,93.66
U13430,M01135,2025-05-01,14.13
U13431,M01260,2024-07-03,33.09
U13432,M01594,2024-03-08,50.54
U13433,M02261,2024-07-07,77.26
U13434,M02488,2024-10-22,68.94
U13435,M01865,2025-03-23,85.17
U13436,M00614,2023-07-10,51.2
U13437,M02119,2024-10-29,72.58
U13438,M01457,2024-10-16,70.53
U13439,M01301,2024-11-26,38.58
U13440,M00456,2024-05-26,64.28
U13441,M01054,2025-02-12,68.91
U13442,M00004,2023-07-31,44.0
U13443,M02443,2025-05-05,60.02
U13444,M02330,2025-06-04,87.81
U13445,M01636,2023-09-22,51.65
U13446,M02470,2024-02-19,96.08
U13447,M02029,2024-03-10,7.1
U13448,M00853,2025-05-03,20.63
U13449,M01764,2024-08-06,27.79
U13450,M00333,2025-03-12,72.12
U13451,M00615,2025-03-16,32.41
U13452,M00223,2024-08-02,63.32
U13453,M00599,2025-03-26,10.54
U13454,M02393,2024-06-22,96.74
U13455,M01837,2023-07-27,10.51
U13456,M01120,2024-09-30,56.47
U13457,M01316,2025-02-26,4.46
U13458,M02444,2023-08-19,35.39
U13459,M02388,2025-01-26,83.18
U13460,M01612,2024-05-23,74.31
U13461,M01603,2024-06-16,66.83
U13462,M01059,2024-06-25,21.2
U13463,M01029,2025-04-13,96.6
U13464,M01294,2024-01-14,66.48
U13465,M02394,2025-05-18,13.95
U13466,M00084,2024-05-08,51.35
U13467,M00771,2025-01-17,74.14
U13468,M00224,2023-12-04,96.15
U13469,M01005,2023-09-22,74.58
U13470,M01058,2024-08-07,26.84
U13471,M00179,2024-10-14,35.77
U13472,M00585,2023-11-07,6.18
U13473,M01918,2025-01-10,64.75
U13474,M00990,2025-03-29,65.8
U13475,M00817,2024-09-07,88.28
U13476,M01862,2024-05-05,5.92
U13477,M00715,2024-05-26,68.63
U13478,M00984,2024-01-06,67.58
U13479,M01038,2023-07-22,43.55
U13480,M01133,2025-02-17,79.83
U13481,M00973,2023-10-11,36.17
U13482,M01434,2024-06-04,21.75
U13483,M02058,2025-05-11,26.76
U13484,M01791,2024-10-08,53.98
U13485,M00476,2023-12-30,15.63
U13486,M01655,2024-06-20,30.36
U13487,M02149,2024-02-07,21.59
U13488,M00886,2024-01-29,85.9
U13489,M02371,2025-04-23,91.98
U13490,M01012,2023-11-18,52.73
U13491,M02128,2023-09-06,23.29
U13492,M01908,2024-10-04,99.46
U13493,M00477,2024-12-16,98.94
U13494,M01526,2024-02-20,45.9
U13495,M01670,2024-06-25,6.16
U13496,M01642,2023-09-23,10.15
U13497,M00451,2024-11-03,35.38
U13498,M00418,2024-07-03,24.64
U13499,M02046,2025-04-29,66.52
U13500,M00746,2024-07-25,55.53
U13501,M00488,2023-06-23,66.75
U13502,M02313,2024-04-22,89.15
U13503,M00587,2025-04-13,77.43
U13504,M01792,2024-09-05,62.55
U13505,M02400,2024-04-14,37.77
U13506,M01245,2024-08-29,58.96
U13507,M02389,2023-07-09,34.83
U13508,M02364,2024-04-27,13.11
U13509,M01729,2024-02-18,77.46
U13510,M01429,2025-06-01,13.69
U13511,M00089,2024-04-12,38.33
U13512,M02129,2023-09-25,41.95
U13513,M00382,2024-03-24,3.48
U13514,M02362,2025-01-04,51.55
U13515,M02362,2025-03-11,79.24
U13516,M00937,2023-12-18,20.89
U13517,M00256,2023-10-07,58.26
U13518,M01135,2025-02-11,6.78
U13519,M00325,2024-08-19,30.22
U13520,M00005,2024-10-12,84.07
U13521,M02172,2024-03-02,49.64
U13522,M01392,2024-12-25,84.4
U13523,M00411,2025-04-19,72.05
U13524,M01510,2024-03-10,86.25
U13525,M02015,2024-03-21,48.48
U13526,M02393,2025-01-27,64.11
U13527,M01438,2024-04-04,6.87
U13528,M02029,2023-12-16,19.35
U13529,M02208,2024-06-28,70.16
U13530,M00323,2025-04-20,26.89
U13531,M02496,2024-04-10,91.76
U13532,M00804,2024-11-17,19.37
U13533,M00613,2024-09-29,13.19
U13534,M02500,2024-06-04,22.06
U13535,M02473,2024-08-13,97.68
U13536,M02295,2025-04-15,85.15
U13537,M01504,2025-05-12,47.54
U13538,M01673,2024-08-19,76.62
U13539,M01415,2023-06-30,7.15
U13540,M00769,2024-03-25,94.52
U13541,M01082,2024-09-02,53.15
U13542,M02004,2024-04-25,28.55
U13543,M00566,2024-02-15,53.75
U13544,M00933,2025-02-08,3.78
U13545,M00026,2023-07-29,50.7
U13546,M02154,2024-05-23,42.48
U13547,M01603,2024-07-09,8.45
U13548,M01310,2024-03-19,68.27
U13549,M01152,2024-05-09,95.66
U13550,M02492,2025-04-29,5.27
U13551,M02328,2024-05-11,77.83
U13552,M02490,2024-04-17,64.38
U13553,M02131,2024-02-20,75.51
U13554,M02009,2024-10-26,88.84
U13555,M00089,2024-12-27,90.51
U13556,M00563,2023-11-01,19.73
U13557,M01944,2025-05-09,22.35
U13558,M00900,2023-08-09,19.22
U13559,M00333,2023-08-17,75.99
U13560,M01159,2024-06-11,35.16
U13561,M01571,2025-05-18,47.46
U13562,M00131,2025-01-19,35.54
U13563,M00575,2024-05-05,47.21
U13564,M01786,2025-02-19,28.72
U13565,M01989,2024-03-14,31.28
U13566,M00314,2023-09-22,39.71
U13567,M02389,2025-02-19,6.95
U13568,M02475,2024-02-03,84.31
U13569,M00770,2023-07-15,12.86
U13570,M00957,2023-12-18,31.8
U13571,M00290,2024-02-20,93.07
U13572,M00937,2023-11-02,85.74
U13573,M01413,2025-03-12,19.82
U13574,M01329,2024-06-07,25.07
U13575,M00948,2024-07-17,35.5
U13576,M01531,2025-06-13,59.84
U13577,M01924,2023-10-13,89.57
U13578,M00850,2024-05-30,8.5
U13579,M01844,2025-06-16,5.61
U13580,M01584,2023-09-29,64.76
U13581,M02092,2025-03-13,68.01
U13582,M00055,2023-11-06,96.34
U13583,M00780,2025-06-01,68.46
U13584,M00801,2023-09-07,90.05
U13585,M01461,2023-08-21,73.17
U13586,M02234,2023-11-01,27.49
U13587,M00050,2023-06-29,33.47
U13588,M01719,2024-03-21,31.2
U13589,M00731,2023-12-18,85.67
U13590,M02020,2024-03-09,4.31
