bookingID,guestID,roomID,checkIn,checkOut,status
B11455,G00025,R0652,2024-05-11,2024-05-11,Checked In
B11456,G01070,R0532,2025-03-20,2025-03-20,Cancelled
B11457,G00704,R0255,2025-03-09,2025-03-09,Checked Out
B11458,G01710,R0887,2024-12-02,2024-12-02,Checked In
B11459,G00660,R0017,2023-12-05,2023-12-05,Checked Out
B11460,G00494,R0102,2023-12-03,2023-12-03,Confirmed
B11461,G01500,R0209,2024-05-01,2024-05-01,Checked Out
B11462,G00487,R0819,2024-04-20,2024-04-20,Checked In
B11463,G01468,R0700,2023-12-04,2023-12-04,Cancelled
B11464,G01052,R0054,2023-08-20,2023-08-20,Cancelled
B11465,G01635,R0574,2025-04-19,2025-04-19,Confirmed
B11466,G00489,R0208,2023-09-19,2023-09-19,Checked In
B11467,G00079,R0269,2023-12-17,2023-12-17,Cancelled
B11468,G00623,R0404,2025-01-16,2025-01-16,Cancelled
B11469,G00703,R0293,2023-09-23,2023-09-23,Cancelled
B11470,G00642,R0268,2024-01-11,2024-01-11,Confirmed
B11471,G01579,R0980,2024-10-05,2024-10-05,Confirmed
B11472,G01125,R0264,2024-05-25,2024-05-25,Confirmed
B11473,G00229,R0405,2023-08-01,,Cancelled
B11474,G01088,R0039,2024-07-05,2024-07-05,Confirmed
B11475,G01980,R0604,2024-02-16,2024-02-16,Cancelled
B11476,G01849,R0367,2024-12-04,,Checked Out
B11477,G01620,R0975,2024-02-09,2024-02-09,Checked Out
B11478,G01691,R0467,2024-08-10,2024-08-10,Confirmed
B11479,G00910,R0065,2025-05-30,2025-05-30,Checked Out
B11480,G00715,R0984,2024-04-09,2024-04-09,Confirmed
B11481,G00488,R0710,2024-07-03,,Checked Out
B11482,G01330,R0889,2023-09-23,2023-09-23,Confirmed
B11483,G01073,R0172,2023-12-20,2023-12-20,Checked In
B11484,G00299,R0391,2024-05-09,2024-05-09,Confirmed
B11485,G01361,R0254,2025-02-04,2025-02-04,Checked Out
B11486,G00295,R0858,2024-09-16,2024-09-16,Checked Out
B11487,G01949,R0256,2025-01-04,2025-01-04,Confirmed
B11488,G00595,R0967,2024-11-06,2024-11-06,Cancelled
B11489,G01237,R0858,2024-05-06,2024-05-06,Checked Out
B11490,G01552,R0088,2023-08-07,2023-08-07,Cancelled
B11491,G00569,R0554,2024-06-30,2024-06-30,Checked Out
B11492,G00149,R0873,2025-05-11,2025-05-11,Cancelled
B11493,G01989,R0090,2024-03-20,,Cancelled
B11494,G00474,R0638,2024-07-09,,Checked Out
B11495,G00139,R0248,2024-04-16,,Confirmed
B11496,G01447,R0120,2023-12-16,,Confirmed
B11497,G01012,R0861,2024-05-15,2024-05-15,Checked Out
B11498,G00642,R0103,2023-06-19,2023-06-19,Checked Out
B11499,G00196,R0793,2025-03-26,2025-03-26,Checked In
B11500,G00164,R0923,2023-07-24,2023-07-24,Confirmed
B11501,G01752,R0802,2025-03-13,,Checked Out
B11502,G01991,R0580,2024-03-13,2024-03-13,Confirmed
B11503,G00416,R0757,2024-09-19,2024-09-19,Checked In
B11504,G01921,R0712,2023-12-13,,Confirmed
B11505,G00689,R0949,2024-12-12,2024-12-12,Cancelled
B11506,G00677,R0311,2024-01-07,,Checked In
B11507,G01207,R0564,2024-08-12,,Cancelled
B11508,G01188,R0734,2024-11-17,2024-11-17,Cancelled
B11509,G00608,R0729,2023-10-09,,Checked Out
B11510,G00190,R0490,2024-09-17,2024-09-17,Checked Out
B11511,G00243,R0307,2024-05-05,2024-05-05,Cancelled
B11512,G00330,R0319,2024-10-21,,Checked In
B11513,G01279,R0588,2024-03-27,2024-03-27,Cancelled
B11514,G01853,R0795,2024-03-09,2024-03-09,Confirmed
B11515,G00193,R0733,2024-09-28,,Checked Out
B11516,G01900,R0647,2024-05-25,2024-05-25,Confirmed
B11517,G01872,R0024,2023-11-04,2023-11-04,Cancelled
B11518,G01135,R0991,2024-07-24,2024-07-24,Cancelled
B11519,G00267,R0354,2025-01-20,2025-01-20,Checked Out
B11520,G00804,R0134,2024-08-07,2024-08-07,Checked In
B11521,G00964,R0876,2024-07-28,2024-07-28,Checked Out
B11522,G00667,R0506,2024-11-05,2024-11-05,Cancelled
B11523,G00753,R0695,2023-09-06,2023-09-06,Checked Out
B11524,G00799,R0058,2023-10-24,,Checked Out
B11525,G00666,R0824,2024-12-17,2024-12-17,Confirmed
B11526,G01800,R0606,2024-07-02,2024-07-02,Confirmed
B11527,G01379,R0073,2024-04-04,2024-04-04,Checked In
B11528,G01596,R0408,2024-12-10,2024-12-10,Checked In
B11529,G01787,R0105,2025-05-07,2025-05-07,Confirmed
B11530,G00071,R0574,2024-02-02,,Confirmed
B11531,G01846,R0756,2025-04-06,2025-04-06,Checked Out
B11532,G01395,R0804,2024-10-01,2024-10-01,Cancelled
B11533,G00170,R0607,2025-06-15,,Checked In
B11534,G00964,R0255,2023-12-08,2023-12-08,Cancelled
B11535,G00437,R0195,2023-07-06,2023-07-06,Confirmed
B11536,G01971,R0545,2025-05-14,2025-05-14,Cancelled
B11537,G00659,R0228,2024-04-11,2024-04-11,Cancelled
B11538,G01180,R0702,2025-06-18,2025-06-18,Checked Out
B11539,G01856,R0108,2025-04-18,2025-04-18,Cancelled
B11540,G01204,R0704,2023-12-10,2023-12-10,Cancelled
B11541,G01680,R0337,2024-09-09,2024-09-09,Checked In
B11542,G00985,R0918,2024-03-20,2024-03-20,Confirmed
B11543,G01032,R0265,2023-08-07,2023-08-07,Confirmed
B11544,G00170,R0745,2024-07-11,2024-07-11,Cancelled
B11545,G00260,R0433,2023-09-12,2023-09-12,Cancelled
B11546,G01577,R0308,2023-11-11,2023-11-11,Cancelled
B11547,G01065,R0379,2024-02-08,,Cancelled
B11548,G00632,R0063,2025-01-21,,Confirmed
B11549,G00710,R0759,2025-05-21,2025-05-21,Confirmed
B11550,G00010,R0342,2024-02-12,2024-02-12,Confirmed
B11551,G01929,R0474,2024-09-20,,Cancelled
B11552,G01453,R0898,2024-01-30,2024-01-30,Checked Out
B11553,G01836,R0676,2025-04-02,2025-04-02,Checked Out
B11554,G01510,R0505,2025-02-21,2025-02-21,Cancelled
B11555,G00715,R0052,2025-04-17,,Cancelled
B11556,G00450,R0814,2024-05-11,2024-05-11,Confirmed
B11557,G00374,R0184,2025-05-29,2025-05-29,Checked In
B11558,G00741,R0964,2023-11-26,2023-11-26,Confirmed
B11559,G00007,R0346,2023-09-05,,Checked In
B11560,G00377,R0078,2024-02-24,2024-02-24,Checked Out
B11561,G00806,R0171,2024-08-05,2024-08-05,Checked Out
B11562,G01118,R0995,2024-01-12,2024-01-12,Cancelled
B11563,G00987,R0885,2024-05-03,,Checked In
B11564,G00238,R0335,2025-01-06,2025-01-06,Cancelled
B11565,G01790,R0193,2023-08-04,2023-08-04,Confirmed
B11566,G01341,R0783,2025-02-17,2025-02-17,Checked Out
B11567,G01903,R0074,2024-03-14,,Cancelled
B11568,G01324,R0654,2024-08-24,2024-08-24,Checked In
B11569,G00620,R0345,2024-02-04,,Checked In
B11570,G00320,R0829,2024-05-26,2024-05-26,Cancelled
B11571,G01994,R0625,2024-09-15,2024-09-15,Cancelled
B11572,G01861,R0350,2024-01-02,2024-01-02,Cancelled
B11573,G00374,R0730,2025-02-13,2025-02-13,Checked In
B11574,G00155,R0886,2023-09-11,2023-09-11,Confirmed
B11575,G01713,R0324,2023-09-27,2023-09-27,Confirmed
B11576,G00724,R0838,2023-08-18,2023-08-18,Checked Out
B11577,G01547,R0383,2024-10-24,2024-10-24,Confirmed
B11578,G01728,R0808,2024-01-13,2024-01-13,Cancelled
B11579,G01316,R0569,2025-04-02,2025-04-02,Cancelled
B11580,G00853,R0949,2025-03-19,2025-03-19,Checked In
B11581,G01206,R0767,2023-09-23,,Cancelled
B11582,G00788,R0750,2023-08-21,,Checked In
B11583,G00601,R0366,2025-03-15,2025-03-15,Confirmed
B11584,G01132,R0020,2023-08-11,,Cancelled
B11585,G00897,R0115,2023-12-27,2023-12-27,Checked Out
B11586,G00010,R0743,2025-05-14,2025-05-14,Confirmed
B11587,G00486,R0450,2024-09-08,,Cancelled
B11588,G01544,R0788,2024-01-22,,Cancelled
B11589,G01252,R0192,2024-06-03,2024-06-03,Checked In
B11590,G01961,R0994,2023-09-13,2023-09-13,Checked Out
B11591,G01990,R0995,2023-10-10,2023-10-10,Checked Out
B11592,G01854,R0520,2024-09-30,2024-09-30,Checked In
B11593,G00824,R0744,2025-04-02,2025-04-02,Cancelled
B11594,G00381,R0375,2025-02-15,2025-02-15,Checked Out
B11595,G00213,R0005,2024-05-14,2024-05-14,Confirmed
B11596,G01062,R0557,2024-12-03,2024-12-03,Checked Out
B11597,G01811,R0405,2025-04-15,2025-04-15,Cancelled
B11598,G00468,R0061,2025-02-05,2025-02-05,Cancelled
B11599,G01093,R0277,2023-08-11,2023-08-11,Checked In
B11600,G00353,R0459,2025-03-05,2025-03-05,Checked Out
B11601,G00382,R0839,2024-02-05,2024-02-05,Checked In
B11602,G01991,R0486,2024-10-02,,Confirmed
B11603,G01147,R0247,2025-04-23,2025-04-23,Confirmed
B11604,G01053,R0949,2024-04-05,,Checked Out
B11605,G00708,R0125,2023-11-07,2023-11-07,Cancelled
B11606,G00678,R0815,2025-05-26,,Confirmed
B11607,G00676,R0003,2024-08-17,2024-08-17,Confirmed
B11608,G01966,R0452,2023-09-23,2023-09-23,Cancelled
B11609,G01721,R0848,2023-06-27,2023-06-27,Cancelled
B11610,G01488,R0812,2023-07-08,2023-07-08,Checked In
B11611,G00849,R0427,2025-04-24,2025-04-24,Cancelled
B11612,G01582,R0476,2024-08-23,2024-08-23,Cancelled
B11613,G01518,R0852,2023-08-03,2023-08-03,Checked In
B11614,G00291,R0644,2024-08-27,,Checked Out
B11615,G00468,R0263,2024-12-16,2024-12-16,Checked Out
B11616,G00109,R0333,2024-07-07,2024-07-07,Cancelled
B11617,G00546,R0441,2024-11-10,2024-11-10,Checked In
B11618,G01135,R0630,2025-01-01,2025-01-01,Confirmed
B11619,G00833,R0875,2024-12-12,2024-12-12,Checked In
B11620,G00422,R0588,2024-10-26,,Checked In
B11621,G00143,R0048,2023-11-05,2023-11-05,Checked In
B11622,G01853,R0104,2024-04-14,2024-04-14,Cancelled
B11623,G00819,R0532,2025-03-09,2025-03-09,Checked In
B11624,G00425,R0896,2024-02-27,2024-02-27,Checked In
B11625,G01045,R0156,2025-05-25,,Confirmed
B11626,G01185,R0924,2024-08-28,,Checked Out
B11627,G00376,R0830,2025-01-31,2025-01-31,Checked Out
B11628,G00673,R0943,2024-07-02,2024-07-02,Checked In
B11629,G00817,R0777,2024-09-26,2024-09-26,Checked In
B11630,G00987,R0737,2023-07-09,2023-07-09,Checked In
B11631,G00600,R0302,2024-10-07,2024-10-07,Checked In
B11632,G01028,R0493,2023-07-19,2023-07-19,Checked In
B11633,G00654,R0084,2024-03-18,2024-03-18,Checked In
B11634,G00838,R0234,2023-09-18,2023-09-18,Checked Out
B11635,G01234,R0077,2024-04-13,,Checked In
B11636,G01062,R0601,2024-05-01,2024-05-01,Confirmed
B11637,G01604,R0823,2025-02-07,2025-02-07,Confirmed
B11638,G00518,R0851,2024-02-20,2024-02-20,Cancelled
B11639,G01710,R0309,2024-02-03,,Checked In
B11640,G00283,R0348,2023-12-20,,Confirmed
B11641,G00130,R0688,2024-10-08,2024-10-08,Confirmed
B11642,G01985,R0467,2024-02-14,2024-02-14,Confirmed
B11643,G00408,R0247,2024-03-13,,Checked In
B11644,G00110,R0013,2024-05-20,2024-05-20,Confirmed
B11645,G00987,R0309,2023-06-19,2023-06-19,Checked Out
B11646,G00989,R0100,2024-01-11,2024-01-11,Cancelled
B11647,G01361,R0844,2023-10-16,,Checked In
B11648,G01958,R0564,2024-08-19,2024-08-19,Checked Out
B11649,G01606,R0114,2023-10-25,2023-10-25,Checked In
B11650,G00707,R0145,2023-09-29,2023-09-29,Confirmed
B11651,G00562,R0522,2024-04-08,2024-04-08,Confirmed
B11652,G01035,R0922,2023-08-08,2023-08-08,Checked In
B11653,G00808,R0877,2024-09-30,2024-09-30,Checked In
B11654,G01001,R0400,2023-10-15,2023-10-15,Cancelled
B11655,G00411,R0245,2023-11-27,2023-11-27,Checked In
B11656,G00023,R0533,2024-03-11,2024-03-11,Cancelled
B11657,G01202,R0080,2024-08-20,,Checked Out
B11658,G00365,R0195,2024-03-21,2024-03-21,Confirmed
B11659,G01938,R0449,2024-03-06,,Checked Out
B11660,G00800,R0167,2025-05-09,2025-05-09,Cancelled
B11661,G01797,R0935,2024-08-04,2024-08-04,Checked Out
B11662,G00838,R0523,2024-01-25,2024-01-25,Confirmed
B11663,G01651,R0647,2025-02-18,2025-02-18,Checked Out
B11664,G00740,R0178,2024-11-30,2024-11-30,Checked In
B11665,G00233,R0282,2023-11-24,,Cancelled
B11666,G01108,R0020,2024-01-17,,Checked Out
B11667,G00203,R0547,2024-09-08,2024-09-08,Cancelled
B11668,G00177,R0642,2024-08-04,2024-08-04,Cancelled
B11669,G01079,R0311,2025-05-22,2025-05-22,Confirmed
B11670,G00661,R0137,2024-06-19,2024-06-19,Checked Out
B11671,G01684,R0144,2025-01-22,,Checked Out
B11672,G01494,R0669,2024-11-10,2024-11-10,Cancelled
B11673,G01914,R0909,2023-11-06,2023-11-06,Cancelled
B11674,G01745,R0591,2023-09-10,2023-09-10,Checked In
B11675,G01614,R0047,2025-05-04,,Cancelled
B11676,G00385,R0575,2024-10-22,2024-10-22,Checked In
B11677,G00526,R0620,2024-02-10,,Checked In
B11678,G00656,R0779,2024-09-11,2024-09-11,Checked In
B11679,G01962,R0930,2024-02-25,2024-02-25,Confirmed
B11680,G00756,R0864,2025-01-04,2025-01-04,Checked Out
B11681,G01065,R0112,2024-09-13,2024-09-13,Checked Out
B11682,G01943,R0916,2023-10-23,,Checked Out
B11683,G01965,R0216,2024-09-20,2024-09-20,Cancelled
B11684,G01980,R0009,2023-09-17,2023-09-17,Checked Out
B11685,G00673,R0813,2024-09-12,,Checked In
B11686,G00595,R0411,2024-06-18,2024-06-18,Checked In
B11687,G01651,R0988,2024-12-06,2024-12-06,Confirmed
B11688,G00323,R0309,2024-02-11,2024-02-11,Checked Out
B11689,G01746,R0382,2023-07-17,2023-07-17,Checked In
B11690,G01845,R0725,2025-04-05,,Confirmed
B11691,G00339,R0402,2025-03-06,2025-03-06,Checked Out
B11692,G00899,R0874,2023-07-25,2023-07-25,Cancelled
B11693,G00735,R0609,2025-05-13,2025-05-13,Confirmed
B11694,G01071,R0161,2024-11-13,2024-11-13,Checked Out
B11695,G00049,R0133,2023-08-16,2023-08-16,Confirmed
B11696,G01948,R0190,2025-01-10,2025-01-10,Checked Out
B11697,G00818,R0834,2025-05-17,2025-05-17,Checked Out
B11698,G00941,R0245,2023-12-25,2023-12-25,Confirmed
B11699,G00242,R0525,2024-06-29,,Checked In
B11700,G00046,R0778,2025-02-26,2025-02-26,Confirmed
B11701,G00973,R0162,2024-06-22,,Cancelled
B11702,G00339,R0303,2025-06-04,2025-06-04,Checked Out
B11703,G01511,R0747,2023-11-01,,Checked Out
B11704,G01058,R0716,2023-06-25,,Checked In
B11705,G00199,R0323,2025-01-13,2025-01-13,Checked In
B11706,G00773,R0019,2025-01-07,2025-01-07,Cancelled
B11707,G01428,R0464,2024-06-26,2024-06-26,Checked In
B11708,G00356,R0219,2023-11-13,2023-11-13,Confirmed
B11709,G00129,R0040,2024-10-30,,Confirmed
B11710,G00003,R0598,2023-12-24,2023-12-24,Cancelled
B11711,G00177,R0584,2024-01-22,2024-01-22,Checked In
B11712,G01720,R0387,2025-01-21,,Checked Out
B11713,G01630,R0546,2023-09-28,2023-09-28,Confirmed
B11714,G01506,R0468,2025-01-31,2025-01-31,Checked In
B11715,G01861,R0530,2023-09-08,2023-09-08,Checked Out
B11716,G00184,R0220,2023-10-11,,Checked In
B11717,G00068,R0623,2025-05-20,2025-05-20,Confirmed
B11718,G00665,R0586,2023-07-08,2023-07-08,Cancelled
B11719,G01437,R0964,2024-10-24,2024-10-24,Confirmed
B11720,G00177,R0688,2025-04-03,2025-04-03,Confirmed
B11721,G01414,R0390,2025-05-22,,Checked Out
B11722,G01112,R0966,2024-09-10,2024-09-10,Cancelled
B11723,G00262,R0589,2024-06-02,2024-06-02,Confirmed
B11724,G01224,R0038,2023-07-21,2023-07-21,Checked Out
B11725,G01854,R0819,2025-06-01,2025-06-01,Checked Out
B11726,G01106,R0509,2025-06-07,,Confirmed
B11727,G00384,R0104,2024-07-17,2024-07-17,Checked Out
B11728,G01508,R0781,2023-08-12,2023-08-12,Cancelled
B11729,G01181,R0595,2024-05-08,2024-05-08,Confirmed
B11730,G01325,R0423,2024-11-17,2024-11-17,Cancelled
B11731,G00604,R0406,2024-02-02,2024-02-02,Checked Out
B11732,G01528,R0425,2024-06-04,2024-06-04,Checked Out
B11733,G01294,R0094,2023-07-25,2023-07-25,Checked In
B11734,G00738,R0086,2025-05-18,2025-05-18,Confirmed
B11735,G01008,R0459,2024-06-02,2024-06-02,Checked Out
B11736,G01852,R0967,2023-10-16,2023-10-16,Confirmed
B11737,G00665,R0267,2024-07-26,2024-07-26,Checked Out
B11738,G01050,R0599,2023-11-26,,Cancelled
B11739,G00451,R0845,2023-08-12,2023-08-12,Confirmed
B11740,G00049,R0549,2025-03-26,2025-03-26,Checked In
B11741,G01061,R0263,2023-10-15,2023-10-15,Cancelled
B11742,G00466,R0970,2024-09-15,2024-09-15,Checked In
B11743,G01564,R0143,2025-02-16,2025-02-16,Checked Out
B11744,G01820,R0649,2024-08-18,2024-08-18,Checked Out
B11745,G01200,R0346,2023-09-11,,Confirmed
B11746,G00710,R0725,2024-04-20,2024-04-20,Checked In
B11747,G01372,R0996,2025-03-16,2025-03-16,Checked Out
B11748,G01076,R0830,2024-01-27,2024-01-27,Confirmed
B11749,G01512,R0442,2024-06-08,2024-06-08,Checked In
B11750,G01175,R0673,2025-01-05,,Cancelled
B11751,G01038,R0703,2023-11-17,2023-11-17,Cancelled
B11752,G01447,R0266,2024-06-13,2024-06-13,Confirmed
B11753,G01299,R0450,2023-08-11,2023-08-11,Checked In
B11754,G00398,R0607,2025-03-12,2025-03-12,Cancelled
B11755,G01423,R0927,2025-02-22,,Cancelled
B11756,G00502,R0436,2023-06-30,2023-06-30,Checked In
B11757,G01157,R0031,2023-12-03,,Checked Out
B11758,G01593,R0639,2024-09-07,2024-09-07,Confirmed
B11759,G00961,R0545,2024-02-11,2024-02-11,Cancelled
B11760,G00448,R0634,2025-01-14,2025-01-14,Checked Out
B11761,G00380,R0180,2024-07-11,,Confirmed
B11762,G00277,R0122,2023-08-10,2023-08-10,Confirmed
B11763,G01222,R0714,2025-05-09,,Confirmed
B11764,G01530,R0354,2023-08-20,2023-08-20,Cancelled
B11765,G00981,R0909,2025-02-27,,Confirmed
B11766,G00085,R0387,2024-05-21,,Confirmed
B11767,G01863,R0174,2024-04-21,2024-04-21,Checked Out
B11768,G01680,R0947,2025-04-22,2025-04-22,Confirmed
B11769,G00529,R0317,2025-02-25,2025-02-25,Checked Out
B11770,G00472,R0228,2025-06-06,2025-06-06,Checked Out
B11771,G00743,R0042,2024-04-30,2024-04-30,Checked Out
B11772,G01596,R0983,2025-03-27,,Checked In
B11773,G01287,R0682,2024-11-16,2024-11-16,Confirmed
B11774,G01613,R0039,2024-02-22,2024-02-22,Checked In
B11775,G01156,R0411,2023-09-08,2023-09-08,Checked Out
B11776,G00562,R0203,2024-04-29,,Checked In
B11777,G01740,R0008,2025-04-19,2025-04-19,Checked In
B11778,G00107,R0002,2023-09-27,,Checked In
B11779,G00201,R0798,2024-02-11,2024-02-11,Checked In
B11780,G00072,R0426,2023-08-10,2023-08-10,Checked In
B11781,G01418,R0450,2024-10-22,2024-10-22,Confirmed
B11782,G00025,R0234,2024-09-19,2024-09-19,Checked Out
B11783,G01810,R0976,2025-01-06,2025-01-06,Cancelled
B11784,G00375,R0783,2024-02-02,,Checked Out
B11785,G00496,R0668,2023-11-12,2023-11-12,Confirmed
B11786,G01442,R0666,2024-12-01,2024-12-01,Checked In
B11787,G00084,R0827,2023-11-07,2023-11-07,Checked In
B11788,G01482,R0196,2024-09-09,2024-09-09,Cancelled
B11789,G01107,R0942,2024-07-03,2024-07-03,Cancelled
B11790,G00186,R0921,2023-10-19,2023-10-19,Checked In
B11791,G00001,R0018,2024-06-27,,Cancelled
B11792,G01414,R0176,2023-08-01,,Checked Out
B11793,G00976,R0548,2024-11-21,2024-11-21,Checked In
B11794,G00631,R0709,2024-04-27,2024-04-27,Cancelled
B11795,G00552,R0736,2024-08-15,2024-08-15,Checked Out
B11796,G00757,R0100,2024-04-28,2024-04-28,Confirmed
B11797,G01584,R0449,2024-02-12,,Checked Out
B11798,G00954,R0742,2024-06-17,,Checked Out
B11799,G00577,R0731,2024-11-22,2024-11-22,Cancelled
B11800,G01834,R0062,2024-08-11,,Confirmed
B11801,G00562,R0051,2025-05-02,2025-05-02,Checked In
B11802,G01964,R0453,2023-12-25,,Cancelled
B11803,G00057,R0841,2024-06-23,2024-06-23,Cancelled
B11804,G00004,R0065,2023-11-04,,Confirmed
B11805,G01013,R0991,2025-04-29,2025-04-29,Cancelled
B11806,G01643,R0796,2024-08-18,2024-08-18,Confirmed
B11807,G00044,R0520,2024-05-28,2024-05-28,Checked In
B11808,G00902,R0658,2023-12-09,,Confirmed
B11809,G01759,R0809,2025-04-22,2025-04-22,Confirmed
B11810,G00910,R0428,2023-07-26,2023-07-26,Confirmed
B11811,G01218,R0002,2024-03-16,2024-03-16,Cancelled
B11812,G01130,R0359,2024-02-14,2024-02-14,Confirmed
B11813,G01514,R0576,2024-11-11,2024-11-11,Checked In
B11814,G00866,R0305,2024-06-09,2024-06-09,Checked In
B11815,G01374,R0520,2023-12-23,2023-12-23,Checked Out
B11816,G00676,R0372,2023-08-26,,Confirmed
B11817,G01693,R0520,2024-10-16,2024-10-16,Confirmed
B11818,G01258,R0122,2024-03-28,2024-03-28,Checked In
B11819,G00534,R0481,2025-04-30,2025-04-30,Confirmed
B11820,G01178,R0753,2024-02-12,2024-02-12,Confirmed
B11821,G00088,R0774,2023-12-22,,Checked In
B11822,G00916,R0662,2025-06-12,2025-06-12,Checked Out
B11823,G01185,R0335,2024-09-28,2024-09-28,Cancelled
B11824,G00615,R0849,2023-07-12,2023-07-12,Confirmed
B11825,G00836,R0624,2024-12-03,2024-12-03,Confirmed
B11826,G01343,R0685,2024-05-13,2024-05-13,Checked Out
B11827,G00215,R0109,2024-12-26,2024-12-26,Cancelled
B11828,G01374,R0495,2024-08-09,2024-08-09,Confirmed
B11829,G00280,R0278,2024-08-28,2024-08-28,Checked Out
B11830,G00697,R0924,2024-04-02,2024-04-02,Confirmed
B11831,G00853,R0700,2024-03-17,2024-03-17,Confirmed
B11832,G01244,R0678,2024-04-20,,Confirmed
B11833,G01585,R0337,2025-06-18,2025-06-18,Cancelled
B11834,G00627,R0342,2024-05-29,2024-05-29,Checked Out
B11835,G01321,R0216,2025-06-14,2025-06-14,Confirmed
B11836,G01711,R0666,2025-04-21,2025-04-21,Checked Out
B11837,G01529,R0892,2023-07-13,2023-07-13,Checked Out
B11838,G00844,R0157,2024-11-29,2024-11-29,Cancelled
B11839,G00552,R0957,2025-06-12,2025-06-12,Confirmed
B11840,G01953,R0971,2024-01-28,2024-01-28,Checked Out
B11841,G00176,R0827,2024-12-26,,Checked In
B11842,G00181,R0669,2024-04-27,,Cancelled
B11843,G00586,R0418,2024-08-02,2024-08-02,Confirmed
B11844,G00403,R0938,2023-08-23,2023-08-23,Cancelled
B11845,G01104,R0864,2023-07-30,2023-07-30,Cancelled
B11846,G00141,R0274,2024-02-06,2024-02-06,Checked Out
B11847,G01985,R0705,2023-09-19,2023-09-19,Confirmed
B11848,G00712,R0679,2025-04-12,2025-04-12,Confirmed
B11849,G00227,R0664,2025-04-30,2025-04-30,Checked In
B11850,G00567,R0162,2025-06-11,2025-06-11,Checked In
B11851,G00328,R0253,2023-11-18,2023-11-18,Confirmed
B11852,G00784,R0014,2023-09-05,,Checked Out
B11853,G01395,R0032,2025-04-21,2025-04-21,Cancelled
B11854,G00821,R0060,2025-01-31,2025-01-31,Checked Out
B11855,G00241,R0426,2023-12-14,2023-12-14,Checked Out
B11856,G01125,R0086,2025-05-27,2025-05-27,Checked Out
B11857,G00788,R0661,2023-08-26,,Cancelled
B11858,G01367,R0553,2024-04-30,2024-04-30,Checked Out
B11859,G01240,R0755,2024-01-04,2024-01-04,Confirmed
B11860,G00454,R0289,2023-10-04,2023-10-04,Cancelled
B11861,G00852,R0484,2024-06-20,2024-06-20,Confirmed
B11862,G00408,R0819,2023-09-04,,Confirmed
B11863,G01686,R0796,2023-12-24,2023-12-24,Cancelled
B11864,G00831,R0171,2025-01-20,2025-01-20,Confirmed
B11865,G00332,R0297,2025-06-04,2025-06-04,Confirmed
B11866,G01713,R0482,2024-08-23,2024-08-23,Checked Out
B11867,G00954,R0725,2024-10-17,2024-10-17,Checked In
B11868,G00559,R0999,2024-12-22,,Checked In
B11869,G01200,R0504,2024-03-21,,Checked In
B11870,G01877,R0455,2023-08-06,2023-08-06,Checked In
B11871,G00799,R0713,2024-04-17,2024-04-17,Confirmed
B11872,G01948,R0605,2024-02-17,2024-02-17,Checked Out
B11873,G00747,R0236,2025-01-27,2025-01-27,Checked Out
B11874,G00952,R0400,2025-02-25,,Checked In
B11875,G00574,R0903,2024-10-01,2024-10-01,Checked Out
B11876,G01843,R0164,2024-12-26,2024-12-26,Cancelled
B11877,G01725,R0677,2025-06-15,2025-06-15,Checked In
B11878,G01230,R0255,2023-09-05,2023-09-05,Confirmed
B11879,G01870,R0763,2024-02-12,2024-02-12,Cancelled
B11880,G01598,R0339,2023-12-23,2023-12-23,Checked In
B11881,G01397,R0663,2024-12-17,2024-12-17,Checked Out
B11882,G00174,R0213,2024-11-24,,Confirmed
B11883,G00121,R0213,2024-12-06,,Confirmed
B11884,G01014,R0055,2025-06-07,2025-06-07,Checked In
B11885,G01971,R0532,2025-05-31,,Cancelled
B11886,G00287,R0326,2023-08-16,2023-08-16,Confirmed
